duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type,service,flag,is_anomaly
633,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.51,0.91,0.0,0.0,0.0,0.0,0.0,udp,other,SF,0
0,299,8091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0.0,0.0,0.0,0.0,1.0,0.0,0.14,1,255,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,157,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
1,998,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,117,0.12,0.18,0.06,0.02,0.0,0.01,0.0,0.0,tcp,smtp,SF,0
0,4753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,31,0.36,0.07,0.36,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,286,9967,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,42,0.0,0.0,0.0,0.0,1.0,0.0,0.07,103,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,214,1502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,17,0.0,0.0,0.0,0.0,1.0,0.0,0.12,92,255,1.0,0.0,0.01,0.04,0.0,0.04,0.0,0.0,tcp,http,SF,0
0,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,125,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,97,0.38,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,private,SF,0
0,224,5266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,317,0.0,0.0,0.0,0.0,1.0,0.01,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
31,875,2586,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,222,41,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0,tcp,ftp,SF,0
0,43,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,308,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,219,482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,133,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,45,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,0.0,0.0,0.0,0.0,0.99,0.02,0.02,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,216,597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,18,0.0,0.0,0.0,0.0,1.0,0.0,0.11,232,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,250,1.0,0.0,0.33,0.12,0.0,0.0,1.0,1.0,tcp,http,REJ,0
0,288,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.2,0.2,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,198,2148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,255,1.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,1114,367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,162,202,0.87,0.02,0.01,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,206,1277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,164,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,43,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,276,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
6,1417,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,52,172,0.79,0.08,0.02,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,244,2202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,199,466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,32,0.0,0.0,0.0,0.0,1.0,0.0,0.19,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,184,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,255,1.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,309,0.0,0.0,0.0,0.0,1.0,0.01,0.01,234,195,0.83,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
5,1454,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,92,106,0.62,0.04,0.01,0.02,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,203,914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,255,1.0,0.0,0.04,0.09,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,326,2250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
6,1123,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,44,32,0.73,0.07,0.02,0.0,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,339,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,33,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,325,1031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,331,714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,16,0.0,0.0,0.0,0.0,1.0,0.0,0.19,40,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,833,384,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,40,0.16,0.02,0.0,0.0,0.76,0.0,0.0,0.0,tcp,smtp,SF,0
0,1420,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59,73,0.66,0.03,0.02,0.03,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.25,0.5,0.0,255,221,0.87,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,private,SF,0
9093,2664,16749,0,0,0,0,0,1,2,0,0,2,14,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,20,0.08,0.07,0.0,0.0,0.62,0.0,0.01,0.1,tcp,telnet,SF,0
0,286,171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,230,6880,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0.0,0.0,0.0,0.0,1.0,0.0,0.29,24,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.01,tcp,http,SF,0
0,43,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,154,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,246,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,207,1215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,131,1.0,0.0,1.0,0.39,0.0,0.0,0.0,0.0,icmp,eco_i,SF,0
0,209,682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,39,0.0,0.0,0.0,0.0,1.0,0.0,0.05,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0.0,0.0,0.0,0.0,1.0,0.0,0.11,255,213,0.84,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,44,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0.0,0.0,0.0,0.0,0.5,0.5,0.27,171,136,0.8,0.02,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0.0,0.0,0.0,0.0,1.0,0.0,0.13,101,101,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,46,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,149,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,238,13,0.05,0.01,0.05,0.0,0.84,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,230,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,242,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,218,606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
5111,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.64,0.95,0.0,0.0,0.0,0.0,0.0,udp,other,SF,0
0,10,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1,14,1.0,0.0,1.0,0.21,0.0,0.0,0.0,0.0,tcp,auth,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,145,231,1.0,0.0,0.01,0.11,0.0,0.0,0.47,0.67,tcp,http,REJ,0
0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,186,1,0.01,0.54,0.8,0.0,0.0,0.0,0.0,0.0,udp,other,SF,0
0,222,2592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,31,0.0,0.06,0.0,0.0,1.0,0.0,0.16,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,314,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,312,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,21,0.0,0.0,0.0,0.0,1.0,0.0,0.19,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,288,26088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,217,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,24,27,1.0,0.0,0.04,0.07,0.0,0.07,1.0,0.93,tcp,http,REJ,0
0,325,2575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,24,0.0,0.0,0.0,0.0,1.0,0.0,0.08,26,231,1.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,204,2465,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,26,26,1.0,0.0,0.04,0.0,0.04,0.04,0.96,0.96,tcp,http,REJ,0
0,232,4770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,70,255,1.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,tcp,http,SF,0
0,172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,50,0.31,0.02,0.31,0.04,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,14052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,11,0.04,0.01,0.04,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36,3,0.08,0.08,0.25,0.0,0.0,0.0,0.0,0.0,icmp,eco_i,SF,0
0,383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,22,0.56,0.1,0.56,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
0,204,64021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,51,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
27,1483,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,26,0.36,0.04,0.01,0.0,0.0,0.0,0.0,0.0,tcp,ftp,SF,0
0,301,2239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,288,1390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
4,838,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,187,0.76,0.04,0.01,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,15876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,1,0.05,0.0,0.0,0.0,0.05,0.38,0.0,146,1,0.01,0.09,0.36,0.0,0.02,0.0,0.0,0.0,tcp,other,SF,0
0,259,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,tcp,ftp_data,SF,0
2,2091,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.33,0.33,0.0,0.0,1.0,0.0,0.0,106,173,0.63,0.06,0.01,0.01,0.01,0.01,0.0,0.0,tcp,smtp,SF,0
0,1935,589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,45,0.18,0.06,0.0,0.0,0.68,0.0,0.02,0.02,tcp,smtp,SF,0
0,215,1469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,210,22101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,305,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,140,1.0,0.0,0.25,0.1,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,309,398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,217,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.43,5,255,1.0,0.0,0.2,0.05,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,284,26546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,255,1.0,0.0,1.0,0.05,0.0,0.01,0.0,0.0,tcp,http,SF,0
0,633,390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,55,159,0.42,0.05,0.02,0.01,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,269,3372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34,71,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,tcp,http,SF,0
2237,146,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.86,1.0,0.0,0.0,0.0,0.0,0.0,udp,other,SF,0
0,248,1667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,218,1.0,0.0,0.33,0.16,0.0,0.0,1.0,0.98,tcp,http,REJ,0
0,242,3178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,46,0.0,0.0,0.0,0.0,1.0,0.0,0.09,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,181,154,0.85,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,private,SF,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15,253,1.0,0.0,0.07,0.24,0.0,0.0,1.0,1.0,tcp,http,REJ,0
1,1161,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22,112,0.77,0.14,0.05,0.02,0.0,0.0,0.0,0.0,tcp,smtp,SF,0
0,344,1180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,25,0.0,0.0,0.0,0.0,1.0,0.0,0.08,38,255,1.0,0.0,0.03,0.04,0.03,0.01,0.0,0.0,tcp,http,SF,0
0,274,970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,110,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,tcp,http,SF,0
0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,157,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,229,0.9,0.01,0.01,0.0,0.0,0.0,0.0,0.0,udp,domain_u,SF,0
